job_title,salary_usd,salary_currency,salary_local,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,benefits_score,company_name
Data Analyst,84928,CAD,106160,MI,FL,Canada,M,Canada,50,"PyTorch, Spark, Data Visualization, SQL, Docker",Master,4,Technology,9.6,DataVision Ltd
Research Scientist,129254,CAD,161568,SE,PT,Canada,M,Canada,0,"Python, Azure, Statistics, Java, Computer Vision",Master,9,Consulting,9.1,Autonomous Tech
AI Consultant,206297,USD,206297,EX,CT,Finland,M,Finland,50,"AWS, Spark, Mathematics, Hadoop, GCP",Master,10,Real Estate,6.1,Algorithmic Solutions
Data Analyst,105092,EUR,89328,MI,CT,Austria,L,Austria,0,"Linux, TensorFlow, Scala, Azure",Master,3,Government,6.5,DataVision Ltd
Deep Learning Engineer,216314,USD,216314,EX,PT,Denmark,L,Denmark,0,"TensorFlow, Scala, GCP, R, Tableau",PhD,19,Media,8.6,Quantum Computing Inc
AI Software Engineer,114139,EUR,97018,SE,FT,France,S,France,0,"Java, NLP, Git, Statistics",Master,6,Gaming,8.2,DataVision Ltd
Autonomous Systems Engineer,253207,GBP,189905,EX,FT,United Kingdom,L,United Kingdom,0,"R, Mathematics, SQL, Java",Bachelor,12,Manufacturing,9.6,Cloud AI Solutions
Data Engineer,117195,CHF,105476,MI,CT,Switzerland,M,Switzerland,50,"Tableau, Docker, NLP, PyTorch",PhD,4,Technology,5.9,Quantum Computing Inc
AI Research Scientist,75215,USD,75215,EN,FT,United States,S,United States,100,"TensorFlow, GCP, Java, Scala, Python",Master,1,Energy,8.4,AI Innovations
Data Scientist,91308,USD,91308,MI,CT,Ireland,S,Ireland,100,"Azure, Linux, Scala",PhD,2,Telecommunications,9.7,Cloud AI Solutions
NLP Engineer,101994,USD,101994,MI,FT,United States,L,United States,50,"Python, R, PyTorch, Deep Learning",Master,3,Healthcare,7.3,Digital Transformation LLC
AI Consultant,63814,SGD,82958,EN,FT,Singapore,M,Singapore,0,"Java, AWS, PyTorch",PhD,1,Gaming,5.5,Predictive Systems
AI Software Engineer,82096,CHF,73886,EN,FL,Switzerland,M,Switzerland,50,"SQL, Tableau, TensorFlow, Docker",PhD,1,Manufacturing,7.2,Future Systems
Data Analyst,139446,USD,139446,SE,FL,United States,L,United States,0,"Python, Data Visualization, Kubernetes",Associate,8,Consulting,5.2,Cognitive Computing
AI Consultant,50489,CAD,63111,EN,PT,Canada,S,Canada,0,"Mathematics, SQL, AWS, Deep Learning",Master,1,Healthcare,8.2,Autonomous Tech
AI Architect,202463,EUR,172094,EX,CT,France,L,France,50,"R, Statistics, Tableau",Associate,18,Retail,5.1,TechCorp Inc
AI Consultant,257007,USD,257007,EX,FL,Israel,L,Israel,0,"SQL, Git, Spark",Associate,16,Healthcare,8.4,Future Systems
Data Analyst,165859,JPY,18244490,SE,FL,Japan,L,Japan,50,"Kubernetes, Mathematics, MLOps",PhD,5,Education,5.2,Quantum Computing Inc
NLP Engineer,269890,USD,269890,EX,FL,Norway,S,Norway,0,"PyTorch, Python, Git, Kubernetes",Associate,19,Technology,5.8,Algorithmic Solutions
AI Product Manager,249468,EUR,212048,EX,FL,Netherlands,M,Netherlands,100,"Azure, Tableau, Statistics",PhD,16,Telecommunications,5.0,Cognitive Computing
Robotics Engineer,146512,SGD,190466,SE,FT,Singapore,M,Singapore,100,"Python, Deep Learning, Computer Vision, Scala",Master,7,Manufacturing,5.8,Smart Analytics
Robotics Engineer,74373,EUR,63217,MI,CT,Austria,S,Austria,0,"NLP, Docker, PyTorch, Azure, Mathematics",Master,4,Gaming,8.1,Cognitive Computing
AI Consultant,191280,USD,191280,EX,CT,Israel,M,Ukraine,100,"SQL, R, MLOps, Docker",Associate,18,Gaming,5.7,Algorithmic Solutions
Machine Learning Engineer,122748,EUR,104336,SE,CT,Germany,M,Germany,100,"Java, R, NLP, Computer Vision, Azure",Bachelor,8,Healthcare,5.3,Autonomous Tech
Deep Learning Engineer,40909,USD,40909,SE,PT,India,M,India,50,"NLP, Hadoop, MLOps",Associate,7,Government,9.3,TechCorp Inc
Principal Data Scientist,51031,USD,51031,EX,CT,India,M,India,0,"Kubernetes, Docker, Azure",PhD,12,Telecommunications,10.0,Advanced Robotics
Deep Learning Engineer,111269,CHF,100142,MI,PT,Switzerland,M,Switzerland,0,"Java, TensorFlow, Linux",Associate,4,Automotive,6.5,Machine Intelligence Group
AI Architect,68234,EUR,57999,EN,FT,Austria,L,Switzerland,100,"Scala, Python, Docker, SQL, Statistics",Associate,1,Transportation,5.9,Cognitive Computing
Deep Learning Engineer,138852,USD,138852,MI,FT,Denmark,L,Romania,50,"Deep Learning, Python, Scala, GCP, SQL",Bachelor,2,Retail,8.3,TechCorp Inc
AI Research Scientist,112322,USD,112322,SE,PT,Israel,M,Israel,0,"Java, Git, Mathematics, Statistics",Bachelor,8,Government,5.1,Autonomous Tech
AI Consultant,172547,AUD,232938,EX,PT,Australia,L,Australia,0,"Python, PyTorch, Mathematics, Java, Tableau",Bachelor,19,Energy,5.6,TechCorp Inc
Machine Learning Engineer,210775,CHF,189698,SE,CT,Switzerland,M,Switzerland,50,"Docker, R, Computer Vision, Hadoop, MLOps",Associate,7,Education,6.1,Cognitive Computing
ML Ops Engineer,42437,USD,42437,SE,CT,India,M,India,0,"Hadoop, R, Statistics, Git, Docker",Master,5,Education,7.9,Predictive Systems
Research Scientist,75457,USD,75457,MI,FT,South Korea,M,South Korea,0,"Docker, Tableau, Computer Vision, Java, Hadoop",Master,2,Technology,5.1,Cognitive Computing
AI Architect,81055,AUD,109424,MI,FT,Australia,S,Israel,0,"Data Visualization, TensorFlow, Tableau",Associate,3,Manufacturing,8.3,Autonomous Tech
Data Analyst,158028,GBP,118521,EX,CT,United Kingdom,S,United Kingdom,100,"Python, TensorFlow, Mathematics, Hadoop, MLOps",Associate,13,Telecommunications,6.6,Quantum Computing Inc
Computer Vision Engineer,85667,EUR,72817,MI,FT,Austria,L,Austria,100,"Scala, Mathematics, MLOps, Java",Associate,3,Automotive,7.1,Neural Networks Co
AI Consultant,92565,USD,92565,MI,FL,South Korea,L,South Korea,100,"Mathematics, AWS, MLOps, R, Java",Bachelor,2,Media,7.6,Cloud AI Solutions
Data Scientist,218585,USD,218585,EX,FL,United States,S,United States,0,"Azure, SQL, Linux",Master,19,Technology,7.1,Smart Analytics
Machine Learning Engineer,135669,CHF,122102,MI,FT,Switzerland,S,Switzerland,100,"Kubernetes, SQL, Computer Vision, PyTorch",Bachelor,4,Transportation,5.8,Autonomous Tech
Machine Learning Engineer,161267,SGD,209647,SE,FT,Singapore,M,Canada,50,"Scala, Python, Docker, Kubernetes, Tableau",Associate,5,Consulting,5.4,Digital Transformation LLC
Machine Learning Researcher,161659,EUR,137410,EX,PT,Austria,L,Austria,100,"Python, AWS, Azure, Deep Learning, R",Associate,12,Finance,5.1,Digital Transformation LLC
ML Ops Engineer,84538,GBP,63404,EN,CT,United Kingdom,L,United Kingdom,0,"SQL, Java, Tableau, Statistics",Bachelor,0,Media,8.2,Cloud AI Solutions
AI Consultant,123396,EUR,104887,SE,CT,Germany,S,Poland,100,"Git, SQL, Kubernetes",Master,7,Finance,9.6,Cognitive Computing
NLP Engineer,94740,USD,94740,SE,FT,Sweden,S,Sweden,50,"SQL, NLP, Azure, Mathematics, Python",Bachelor,7,Automotive,9.1,DataVision Ltd
Machine Learning Engineer,237856,USD,237856,EX,PT,Denmark,M,Denmark,100,"Scala, NLP, Java, Data Visualization",Master,11,Technology,9.5,Digital Transformation LLC
Computer Vision Engineer,144410,USD,144410,EX,PT,South Korea,L,South Korea,100,"Data Visualization, Python, Tableau, Docker, Deep Learning",PhD,11,Technology,7.5,TechCorp Inc
Autonomous Systems Engineer,62979,EUR,53532,EN,FL,Netherlands,S,Latvia,50,"R, Deep Learning, Tableau",Bachelor,0,Gaming,6.9,Smart Analytics
AI Consultant,134825,CHF,121343,MI,FL,Switzerland,L,Argentina,50,"PyTorch, Computer Vision, TensorFlow",Master,4,Gaming,7.2,Machine Intelligence Group
Deep Learning Engineer,115226,USD,115226,MI,PT,Ireland,L,Ireland,50,"Docker, Tableau, Statistics, GCP, Deep Learning",Master,4,Media,5.4,Smart Analytics
AI Consultant,128090,JPY,14089900,MI,FL,Japan,L,Japan,100,"Statistics, Spark, PyTorch, Data Visualization",Master,3,Education,5.1,TechCorp Inc
Machine Learning Engineer,148729,USD,148729,EX,FT,Sweden,S,Sweden,100,"Data Visualization, Git, PyTorch, Hadoop",Master,11,Media,5.6,Smart Analytics
AI Research Scientist,42922,USD,42922,MI,FL,China,L,China,100,"Computer Vision, Tableau, GCP, Spark, PyTorch",Bachelor,3,Telecommunications,6.0,Algorithmic Solutions
Robotics Engineer,97362,USD,97362,EN,CT,Norway,L,Norway,100,"Computer Vision, Data Visualization, MLOps, Tableau, NLP",Associate,0,Healthcare,9.7,DeepTech Ventures
Machine Learning Researcher,59118,USD,59118,SE,CT,China,M,China,0,"Hadoop, Linux, SQL",Bachelor,7,Consulting,7.8,Advanced Robotics
Computer Vision Engineer,73489,CAD,91861,EN,PT,Canada,M,Israel,50,"AWS, Azure, SQL, PyTorch, NLP",PhD,0,Gaming,5.3,Smart Analytics
Deep Learning Engineer,111684,CAD,139605,SE,PT,Canada,L,Brazil,50,"Linux, Hadoop, Data Visualization, Kubernetes",PhD,7,Automotive,7.3,Cloud AI Solutions
AI Research Scientist,64479,EUR,54807,EN,FT,France,S,Switzerland,100,"PyTorch, NLP, Deep Learning",PhD,0,Energy,5.1,Predictive Systems
AI Specialist,175295,USD,175295,SE,CT,United States,M,United States,0,"Hadoop, Tableau, Linux, Scala, Python",Master,8,Technology,5.5,Neural Networks Co
Deep Learning Engineer,29310,USD,29310,EN,FL,China,L,China,100,"Java, R, NLP, GCP, Tableau",Associate,0,Real Estate,7.3,DataVision Ltd
Data Engineer,109138,EUR,92767,MI,FL,Germany,M,Canada,50,"Data Visualization, TensorFlow, PyTorch",Bachelor,3,Technology,6.9,Future Systems
AI Software Engineer,74590,USD,74590,EX,FT,India,L,India,0,"GCP, Java, Linux",Master,11,Manufacturing,8.5,Neural Networks Co
AI Consultant,137100,USD,137100,MI,CT,United States,L,Egypt,100,"Tableau, Java, Mathematics, SQL, R",Associate,3,Media,7.8,Advanced Robotics
AI Research Scientist,169631,USD,169631,EX,FL,Ireland,L,Ireland,50,"SQL, Git, Mathematics, AWS",Master,15,Manufacturing,5.4,Digital Transformation LLC
Machine Learning Engineer,182100,USD,182100,SE,PT,Norway,L,Norway,0,"TensorFlow, SQL, Java, Computer Vision, Git",Master,6,Retail,6.7,Neural Networks Co
Robotics Engineer,30598,USD,30598,EN,FT,India,L,India,50,"Data Visualization, Kubernetes, Scala",Associate,0,Consulting,5.7,Smart Analytics
AI Research Scientist,59506,EUR,50580,EN,CT,France,S,France,50,"Computer Vision, NLP, Git, Kubernetes",Bachelor,0,Healthcare,5.9,Machine Intelligence Group
AI Consultant,176984,CAD,221230,EX,FT,Canada,S,Belgium,50,"Computer Vision, Java, Spark, Statistics, Deep Learning",Bachelor,19,Transportation,5.1,Machine Intelligence Group
Head of AI,76635,USD,76635,MI,FL,Finland,M,Argentina,0,"PyTorch, Python, MLOps",PhD,3,Transportation,5.7,Cognitive Computing
ML Ops Engineer,142757,USD,142757,SE,CT,Israel,M,Israel,0,"Tableau, NLP, Mathematics",PhD,6,Gaming,9.3,Cloud AI Solutions
Machine Learning Engineer,157767,AUD,212985,SE,FL,Australia,L,Australia,100,"NLP, Linux, Mathematics",Associate,5,Transportation,10.0,Smart Analytics
Data Scientist,155133,JPY,17064630,SE,FL,Japan,M,Japan,50,"MLOps, AWS, R",Associate,8,Education,8.7,Machine Intelligence Group
AI Consultant,103814,USD,103814,MI,FL,Finland,M,Indonesia,50,"Mathematics, AWS, Linux",Associate,3,Finance,7.6,Smart Analytics
NLP Engineer,126742,CHF,114068,MI,PT,Switzerland,M,Switzerland,0,"AWS, Kubernetes, Tableau",Associate,3,Real Estate,7.1,Advanced Robotics
Machine Learning Engineer,149642,SGD,194535,EX,PT,Singapore,S,Singapore,0,"Python, NLP, SQL, AWS, TensorFlow",Associate,14,Telecommunications,5.6,Quantum Computing Inc
Machine Learning Engineer,119639,GBP,89729,SE,PT,United Kingdom,S,United Kingdom,50,"Tableau, Python, Data Visualization",Bachelor,9,Retail,5.5,Quantum Computing Inc
AI Architect,94779,CAD,118474,SE,FT,Canada,S,Canada,100,"Scala, Java, Docker, Kubernetes, Data Visualization",Master,7,Media,7.1,Advanced Robotics
Data Scientist,289132,USD,289132,EX,FT,Norway,S,Norway,100,"TensorFlow, R, NLP",Associate,12,Automotive,7.1,Cloud AI Solutions
NLP Engineer,81914,EUR,69627,EN,CT,Germany,L,Germany,0,"Linux, Git, SQL",Master,1,Government,6.8,DataVision Ltd
Autonomous Systems Engineer,143423,EUR,121910,SE,FT,Austria,L,Austria,100,"Python, Java, Deep Learning",Associate,5,Healthcare,7.8,Predictive Systems
Autonomous Systems Engineer,67712,EUR,57555,EN,CT,Austria,S,Austria,0,"Scala, Linux, Python, AWS, Docker",Bachelor,0,Government,5.6,Autonomous Tech
Robotics Engineer,119637,GBP,89728,SE,FT,United Kingdom,S,Spain,50,"Python, AWS, Data Visualization",PhD,9,Education,5.7,Digital Transformation LLC
Computer Vision Engineer,95673,EUR,81322,MI,FL,Netherlands,L,South Korea,0,"Tableau, TensorFlow, Python, Linux",PhD,3,Finance,6.9,Predictive Systems
ML Ops Engineer,206540,EUR,175559,EX,FT,Germany,M,Germany,50,"R, Mathematics, TensorFlow",PhD,11,Media,9.8,TechCorp Inc
ML Ops Engineer,251443,USD,251443,EX,FT,United States,S,United States,0,"Python, Scala, Docker, Deep Learning, NLP",Associate,10,Automotive,7.3,DataVision Ltd
Data Engineer,116790,CAD,145988,SE,CT,Canada,M,Canada,100,"Java, PyTorch, TensorFlow, Computer Vision, R",Associate,7,Education,5.8,Algorithmic Solutions
Computer Vision Engineer,113165,EUR,96190,SE,FT,Germany,S,Portugal,0,"Docker, Python, NLP, Computer Vision",Master,6,Consulting,5.3,Digital Transformation LLC
AI Research Scientist,117256,CHF,105530,MI,PT,Switzerland,S,Switzerland,100,"AWS, Scala, Computer Vision",PhD,3,Healthcare,8.6,Algorithmic Solutions
AI Specialist,300778,USD,300778,EX,PT,Norway,M,Norway,0,"Java, Python, GCP, Spark, TensorFlow",Bachelor,12,Technology,7.6,Predictive Systems
Robotics Engineer,141137,SGD,183478,SE,CT,Singapore,L,Singapore,100,"Git, Linux, GCP, Spark",Associate,6,Finance,6.3,Advanced Robotics
Robotics Engineer,46660,USD,46660,MI,CT,China,S,China,0,"AWS, Kubernetes, Docker",Bachelor,4,Consulting,8.2,Autonomous Tech
Principal Data Scientist,167557,USD,167557,EX,PT,Israel,L,Israel,0,"Azure, SQL, Data Visualization, Deep Learning",Associate,10,Consulting,5.0,Digital Transformation LLC
Data Engineer,152794,USD,152794,SE,PT,United States,L,United States,100,"Scala, GCP, Docker",Associate,9,Automotive,7.9,Neural Networks Co
AI Consultant,96217,USD,96217,EX,FL,China,L,Romania,100,"R, SQL, Linux, Docker",Master,18,Healthcare,8.2,Digital Transformation LLC
AI Architect,93192,CHF,83873,EN,CT,Switzerland,L,Switzerland,50,"Azure, Python, MLOps, Scala, R",Master,0,Education,6.2,Autonomous Tech
Robotics Engineer,104902,USD,104902,MI,FL,Ireland,L,Ireland,0,"Azure, NLP, Spark, AWS",Master,4,Real Estate,9.4,Future Systems
AI Software Engineer,77869,USD,77869,MI,PT,South Korea,S,South Korea,100,"GCP, Kubernetes, Tableau, Mathematics, SQL",Associate,4,Finance,9.6,DataVision Ltd
AI Software Engineer,61860,USD,61860,SE,FT,China,M,China,100,"Kubernetes, Python, Computer Vision, TensorFlow, Linux",Master,6,Transportation,6.5,Predictive Systems
ML Ops Engineer,149417,USD,149417,SE,FT,Ireland,L,Ireland,0,"Docker, Azure, Linux, GCP, Java",PhD,9,Government,7.5,Smart Analytics
Head of AI,46702,USD,46702,MI,PT,China,M,China,100,"Kubernetes, R, SQL",Bachelor,2,Media,9.8,Quantum Computing Inc
Data Scientist,65493,USD,65493,EN,PT,Ireland,L,Ireland,50,"Data Visualization, Linux, Mathematics, Python, Computer Vision",Associate,0,Finance,9.4,DeepTech Ventures
Head of AI,84582,JPY,9304020,MI,FL,Japan,M,Japan,100,"Scala, Spark, TensorFlow, AWS",Associate,4,Government,9.1,Smart Analytics
AI Software Engineer,168343,JPY,18517730,SE,FT,Japan,L,Japan,0,"Git, Scala, Statistics, Mathematics",Associate,7,Education,5.8,DataVision Ltd
Machine Learning Researcher,122314,USD,122314,EX,FT,South Korea,S,Portugal,50,"R, Java, AWS, Deep Learning",PhD,10,Manufacturing,7.9,DeepTech Ventures
Autonomous Systems Engineer,177998,USD,177998,SE,CT,United States,L,United States,50,"Deep Learning, Mathematics, NLP",PhD,9,Energy,5.9,Digital Transformation LLC
Data Analyst,53354,USD,53354,EN,PT,South Korea,S,South Korea,100,"TensorFlow, Python, MLOps",Associate,0,Real Estate,7.6,Digital Transformation LLC
Head of AI,160257,USD,160257,MI,CT,Norway,L,Italy,100,"PyTorch, AWS, Mathematics, Docker",Master,4,Retail,6.3,Future Systems
Robotics Engineer,47255,USD,47255,EN,CT,South Korea,S,Poland,100,"R, Docker, Statistics, GCP, Git",Bachelor,1,Media,7.3,Advanced Robotics
AI Research Scientist,244976,SGD,318469,EX,CT,Singapore,M,Singapore,100,"Java, AWS, MLOps, Computer Vision",Associate,15,Gaming,6.1,TechCorp Inc
Principal Data Scientist,18580,USD,18580,EN,FL,India,S,India,50,"Spark, NLP, Statistics, Linux, Python",Master,0,Real Estate,9.6,Digital Transformation LLC
Robotics Engineer,92541,GBP,69406,EN,FT,United Kingdom,L,Spain,50,"NLP, GCP, MLOps",Bachelor,1,Finance,7.6,Predictive Systems
AI Software Engineer,136851,USD,136851,SE,FT,United States,S,United States,100,"R, GCP, Scala",Bachelor,5,Finance,5.3,Machine Intelligence Group
AI Specialist,74577,GBP,55933,EN,FL,United Kingdom,L,Russia,0,"Git, Spark, Computer Vision, Hadoop, AWS",PhD,1,Education,8.0,Machine Intelligence Group
Data Engineer,130249,SGD,169324,MI,PT,Singapore,L,Hungary,0,"Mathematics, Statistics, Tableau, Spark",PhD,3,Consulting,9.4,Autonomous Tech
Machine Learning Researcher,279715,USD,279715,EX,FL,Denmark,S,Singapore,50,"Docker, SQL, Hadoop, AWS",Master,10,Telecommunications,9.8,Digital Transformation LLC
Data Analyst,25917,USD,25917,MI,CT,India,S,India,0,"SQL, GCP, MLOps",Associate,2,Retail,5.5,Cognitive Computing
Deep Learning Engineer,192954,EUR,164011,EX,CT,Netherlands,S,Netherlands,50,"AWS, Kubernetes, Scala",Bachelor,10,Retail,6.4,DeepTech Ventures
Machine Learning Engineer,151696,USD,151696,EX,FT,United States,S,United States,0,"Python, Computer Vision, Git",Master,19,Education,5.5,AI Innovations
Computer Vision Engineer,181487,USD,181487,EX,CT,United States,M,United States,100,"Python, TensorFlow, Tableau",PhD,15,Manufacturing,9.3,Neural Networks Co
Machine Learning Engineer,290032,CHF,261029,EX,FL,Switzerland,S,Switzerland,100,"AWS, Spark, R, Statistics, Mathematics",Master,18,Gaming,5.5,Algorithmic Solutions
Principal Data Scientist,88078,USD,88078,MI,PT,Israel,L,Israel,100,"Kubernetes, TensorFlow, SQL, Spark",Bachelor,2,Automotive,8.7,Machine Intelligence Group
Robotics Engineer,120897,USD,120897,MI,FT,Ireland,L,Ireland,100,"SQL, Java, PyTorch",PhD,3,Gaming,5.6,Neural Networks Co
Head of AI,99552,GBP,74664,MI,CT,United Kingdom,L,United Kingdom,100,"Azure, TensorFlow, GCP, Kubernetes, Computer Vision",PhD,3,Manufacturing,7.8,Predictive Systems
AI Architect,229166,EUR,194791,EX,FT,Germany,S,Canada,50,"Scala, Linux, PyTorch",Master,15,Healthcare,5.9,DataVision Ltd
Data Engineer,65688,EUR,55835,EN,CT,Netherlands,S,Netherlands,0,"SQL, PyTorch, Azure, Computer Vision",Bachelor,0,Healthcare,9.5,Digital Transformation LLC
Data Analyst,94258,GBP,70694,MI,FT,United Kingdom,S,Vietnam,100,"Java, Deep Learning, R",Bachelor,4,Manufacturing,7.2,Autonomous Tech
Machine Learning Researcher,61046,EUR,51889,EN,CT,France,S,South Korea,50,"Spark, Tableau, R, AWS",Associate,0,Real Estate,8.2,Future Systems
AI Research Scientist,200891,AUD,271203,EX,FT,Australia,S,Estonia,50,"Spark, TensorFlow, PyTorch, Computer Vision, Docker",PhD,12,Gaming,7.9,Algorithmic Solutions
AI Software Engineer,135505,JPY,14905550,SE,FL,Japan,L,Japan,0,"AWS, MLOps, Tableau, Statistics, Computer Vision",Bachelor,7,Education,8.6,Predictive Systems
Computer Vision Engineer,98227,USD,98227,MI,CT,Norway,S,Switzerland,0,"Python, Git, Tableau, Computer Vision",Associate,3,Retail,7.5,TechCorp Inc
Principal Data Scientist,156496,USD,156496,EX,PT,South Korea,M,South Korea,0,"AWS, R, Python, Statistics",PhD,15,Retail,7.7,Future Systems
Machine Learning Researcher,102263,AUD,138055,MI,FL,Australia,M,Australia,0,"AWS, Tableau, Hadoop, TensorFlow, Azure",Associate,4,Retail,6.3,Algorithmic Solutions
Data Scientist,82355,GBP,61766,MI,FL,United Kingdom,S,United Kingdom,50,"Scala, Kubernetes, MLOps, SQL",Associate,4,Government,7.3,Algorithmic Solutions
AI Software Engineer,102312,USD,102312,EX,CT,China,M,China,100,"AWS, Scala, PyTorch",Master,14,Government,9.9,DataVision Ltd
Machine Learning Engineer,213639,USD,213639,EX,FL,Sweden,S,Hungary,50,"R, SQL, Docker, Computer Vision",Associate,14,Transportation,7.8,Algorithmic Solutions
Autonomous Systems Engineer,79347,USD,79347,EN,FT,Denmark,M,Denmark,0,"Python, Mathematics, Spark",Master,1,Healthcare,9.2,Cloud AI Solutions
Machine Learning Engineer,378082,USD,378082,EX,PT,Denmark,L,Denmark,100,"Scala, Statistics, R, Linux",PhD,14,Transportation,8.5,DataVision Ltd
AI Specialist,90690,USD,90690,MI,FL,Israel,M,Netherlands,0,"R, SQL, Python, TensorFlow",Bachelor,3,Telecommunications,8.9,Advanced Robotics
AI Software Engineer,183050,USD,183050,EX,CT,Israel,L,Philippines,50,"Deep Learning, NLP, PyTorch, GCP",Master,19,Retail,7.9,Autonomous Tech
AI Research Scientist,106292,EUR,90348,MI,FT,France,L,France,0,"GCP, Python, PyTorch, Tableau",Associate,2,Gaming,7.8,DataVision Ltd
Data Engineer,281331,CHF,253198,EX,FL,Switzerland,M,Switzerland,50,"Kubernetes, Scala, Mathematics",Associate,19,Automotive,5.1,Advanced Robotics
Deep Learning Engineer,269789,JPY,29676790,EX,PT,Japan,M,Brazil,50,"SQL, Python, Kubernetes, Computer Vision, Data Visualization",PhD,18,Transportation,9.3,DataVision Ltd
